0,0,0,0,0,0,0,0,0,0,0,0
1000,1.8857142857142857,1.4783681214421251,1.5006420316735625,1.500372737798785,1.5001309180928803,1.5000235837932172,1.499921247440542,1.499824262578744,1.4997987355859161,1.4997709477497592,1.4997545965945558
2000,1.8924020764511562,1.475736692015209,1.5003212220715254,1.5001864383920285,1.5000654676173357,1.500011792174713,1.4999606268210095,1.4999121467284793,1.4998993880425648,1.499885500101339,1.499877328401306
3000,1.8932692307692307,1.4747939124920735,1.5002141939168927,1.500124307711839,1.5000436469832,1.5000078615116115,1.499973751902987,1.4999414345824287,1.4999329298604152,1.4999236725605487,1.4999182256217998
4000,1.8924496236950716,1.4745599429115128,1.5001606626441502,1.500093236578892,1.5000327359518126,1.500005896156885,1.4999803141855979,1.4999560772229994,1.4999496990821561,1.4999427566050325,1.4999386717238907
5000,1.8935546875,1.474571754853445,1.5001285383758463,1.5000745920449965,1.5000261891043802,1.5000047169366326,1.4999842514724873,1.499964862395736,1.499959760075367,1.49995420633258,1.4999509385826535
6000,1.8919934640522875,1.4753410532994924,1.500107119902878,1.5000621615830836,1.500021824444171,1.5000039307867077,1.4999868762959658,1.4999707190060678,1.4999664671792585,1.499961839192991,1.499959116154151
7000,1.890324392641483,1.4750815882512918,1.5000918198698199,1.5000532823032466,1.5000187067830795,1.5000033692495334,1.4999887511530068,1.4999749022151692,1.4999712578575946,1.4999672910934776,1.4999649571128975
8000,1.89225464844231,1.4746147896959962,1.5000803442303916,1.500046622636381,1.5000163685117451,1.500002948095825,1.4999901572865608,1.4999780395760625,1.4999748508061057,1.4999713799408256,1.4999693377424088
9000,1.8925320758855138,1.4745663211339115,1.5000714183688044,1.5000414427728213,1.5000145498411421,1.500002620531339,1.499991250940524,1.4999804797184275,1.4999776452859168,1.4999745601091985,1.499972744845631
10000,1.891304347826087,1.474785795887281,1.5000642774500421,1.5000372988046924,1.5000130948951338,1.500002358479441,1.4999921258602498,1.499982431815172,1.4999798808472766,1.499977104214772,1.499975470494779
11000,1.8921762589928057,1.474965379954994,1.5000584347284083,1.5000339082342178,1.5000119044784648,1.5000021440731386,1.4999928417013844,1.4999840289738984,1.4999817099280661,1.4999791857364397,1.4999777005492527
12000,1.892079207920792,1.474817518248175,1.5000535656893905,1.5000310827236931,1.5000109124602439,1.5000019654010794,1.4999934382340976,1.4999853599317097,1.4999832341518355,1.4999809203245913,1.4999795589127858
13000,1.8927509718728561,1.4743921195254137,1.5000494456592206,1.5000286918821508,1.5000100730571362,1.5000018142169296,1.4999939429914353,1.4999864861212464,1.4999845238723821,1.4999823880436274,1.4999811313634477
14000,1.8940584944409036,1.474564860371097,1.5000459141507412,1.5000266425712008,1.5000093535665149,1.5000016846304427,1.499994375639771,1.499987451422526,1.4999856293418408,1.4999836460816576,1.4999824791704293
15000,1.8945175583625422,1.4747525396618861,1.5000428534697026,1.5000248664881217,1.5000087300063014,1.5000015723220996,1.4999947506010562,1.4999882880139535,1.4999865874114178,1.4999847363761631,1.4999836472639356
16000,1.8957196029776675,1.4749613955328904,1.5000401753430528,1.5000233124050764,1.500008184389839,1.500001474052258,1.4999950786917193,1.4999890200291561,1.4999874257192858,1.4999856903799549,1.499984669341277
17000,1.8952164009111618,1.4750910109213105,1.5000378122662992,1.5000219411473072,1.5000077029625594,1.5000013873435423,1.4999953681831235,1.499989665923143,1.4999881654003646,1.4999865321449835,1.4999855711707553
18000,1.8948181667678383,1.4751852018376042,1.5000370343917233,1.500020722245198,1.5000072750264215,1.500001310269103,1.4999956255085347,1.4999902400497307,1.4999888228928195,1.499987280378185,1.499986372794227
19000,1.8947698744769874,1.475140377999554,1.5000350853451019,1.5000196316435361,1.500006892135572,1.5000012413077426,1.4999958557468358,1.499990753740823,1.4999894111740766,1.4999879498480988,1.4999870900341021
20000,1.8940305184154282,1.4750905139478363,1.500033331190614,1.5000186500979726,1.5000065475333062,1.5000011792425019,1.4999960629611258,1.4999912160619038,1.4999899406260244,1.4999885523694885,1.4999877355482305
21000,1.8946969696969698,1.475337847794496,1.5000317440882305,1.500017762029618,1.5000062357498942,1.500001123088223,1.4999962504405733,1.4999916343516686,1.4999904196530112,1.4999890975066374,1.4999883195833865
