0,0,0,0,0,0,0,0,0,0,0,0
1000,14.721964782205745,3.5373729698926772,2.6760164632550616,2.292516143362579,2.075178841369788,1.9228584905660377,1.8115764031586323,1.7320948274696906,1.6685582077894412,1.6148416775443177,1.5680022267196927
2000,14.505050505050505,3.5576982522886698,2.680183235171634,2.293287621224386,2.073681704558981,1.9226302781027131,1.8119859683382087,1.732490295378607,1.6684546403983445,1.6151317780497112,1.5680969093173327
3000,14.603252032520325,3.5566377436906143,2.680097738217071,2.294032061795672,2.0743744593725943,1.9217595839085304,1.813117275444937,1.7321956635818805,1.6681360772850815,1.6147981024295077,1.567903253450236
4000,14.745343137254903,3.562375813532904,2.68096589725738,2.293807908259429,2.076091873296273,1.921800266035226,1.8135672961273699,1.7323826608693889,1.6678984257349874,1.6148173002276345,1.5680664360775638
5000,14.754969494194055,3.5597532767925983,2.678961325861634,2.2938549153058894,2.075824419138952,1.9211361466560504,1.8139066486094926,1.7328273880710972,1.6678990152651068,1.6147988614640965,1.5681105686454868
6000,14.82979773063641,3.555752128140644,2.6783091371504977,2.2948003026278894,2.076738861287916,1.921010303345718,1.8137093948449021,1.7326605787671272,1.6677629827160103,1.6148015529797317,1.5681668271782072
7000,14.82671938991668,3.5530127856365614,2.676707148274232,2.295066540592142,2.0766036182811973,1.9212537618380816,1.8137355807897593,1.7326139563257912,1.667882785938776,1.614747713526958,1.56807859426298
8000,14.815727554179567,3.553483334622686,2.67716804889734,2.2947593141514786,2.076307706959358,1.9213880902909621,1.8135782395414208,1.7327377242191286,1.667919881064209,1.6147821830641214,1.568056883048118
9000,14.840163031504737,3.5512484130342785,2.6767681042874676,2.295032961916553,2.0760798972515313,1.9211208758034557,1.8136339099722398,1.732793440200842,1.6680140302893829,1.6147849728039823,1.568050956455564
10000,14.828670634920634,3.5499542970312112,2.6783147359424437,2.2959181729871814,2.0759572631766914,1.9212148941991114,1.8138562532037477,1.732783329617092,1.6678733663548537,1.6148072475713184,1.5680887103963863
