Load, Trial1, Trial2, Trial3, Trial4, Trial5, Trial6, Trial7, Trial8, Trial9, Trial10, Mean, StDev
0, 10.109348498453562, 10.03262333516237, 10.07565855118739, 10.131898551086056, 10.07115600448934, 10.044597425920392, 10.088923245723395, 10.10615165947685, 10.063140825745297, 10.047547772289578, 10.077104586953421, 0.03027676882321654
1, 3.0573294579510373, 3.059282867419351, 3.0558808948164375, 3.0585685797449234, 3.0582708985744746, 3.0578681908951797, 3.0602891345406067, 3.0570687004667425, 3.059150693035483, 3.059693512661525, 3.058340293010576, 0.0012704946623261935
2, 2.418042332932804, 2.4176080164173865, 2.4066317949097096, 2.416859229133931, 2.4153385349258594, 2.4126488205279895, 2.4215615582302585, 2.41776060348334, 2.413802030362987, 2.4166620455091588, 2.4156914966433423, 0.0038114906266199385
3, 2.123536777916916, 2.126386090996534, 2.122506398504293, 2.129081438190826, 2.125882630556714, 2.1243556233209895, 2.1270803462857755, 2.1244645320554705, 2.125957524051552, 2.1290726589584885, 2.125832402083756, 0.002081387730422298
4, 1.9712119968256578, 1.965943298122708, 1.9656285917574299, 1.9651426851623846, 1.9674533141801764, 1.9699564943771029, 1.9656583069955813, 1.965508749367227, 1.9660659797764186, 1.9666342904827698, 1.9669203707047456, 0.0019519468586185
5, 1.8564362879083691, 1.8564889139584326, 1.8520591936813782, 1.857611007422197, 1.8570096093360229, 1.8553482317205467, 1.8578093130234785, 1.8580664757441638, 1.8612497287914944, 1.8579301366890864, 1.857000889827517, 0.002209298699297327
6, 1.7814763054249778, 1.7797400805895378, 1.7843774393232523, 1.783532102597615, 1.7849829351535835, 1.7842464510038847, 1.7839393004301973, 1.78594892829271, 1.7797219297927176, 1.7818614105775166, 1.782982688318599, 0.0020550537827546352
7, 1.7255155845371442, 1.7284769245171154, 1.7261945632158797, 1.7256229812598498, 1.7295206003026473, 1.7278302254817823, 1.7258016696574865, 1.7278770383084963, 1.7295787831513258, 1.7257639333010968, 1.7272182303732824, 0.0015452939793998987
8, 1.6813049444950208, 1.6814538043478258, 1.6815865639395051, 1.6801288236013532, 1.6813821403337137, 1.6819546930843767, 1.681526671920432, 1.6797510835745049, 1.6789009525621341, 1.6787126761711901, 1.6806702354030059, 0.0011334453812791754
9, 1.6452249503607925, 1.645188243984548, 1.6463408727660191, 1.6460260570542935, 1.6469206648990908, 1.6461650220957686, 1.6442350775639707, 1.6451831586083334, 1.6456940811779521, 1.645908507495217, 1.6456886636005987, 0.0007187637905175606
10, 1.6153262189831685, 1.6135520406170671, 1.615976921742148, 1.6149640974466883, 1.6138074678353693, 1.6153095098613552, 1.613986378031322, 1.614954001041486, 1.6130747032914579, 1.6148455129317827, 1.6145796851781846, 0.0008757929650628831
